563	60
3280	41
2682	114
1775	3132
1555	8
61	1267
696	42
428	81
344	44
593	38
1693	1735
1142	2517
318	89
2812	116
1486	75
2560	89
2454	955
3399	162
1513	1507
3346	134
3396	864
2798	101
917	221
2168	114
2298	27
1500	75
1814	104
1353	3488
2564	93
2981	122
3335	133
2317	8
3019	11
3385	2522
2228	371
2109	68
2283	66
1790	4
1833	19
939	130
1424	73
3078	735
2117	2
3088	202
567	114
1559	37
1610	117
2065	116
1120	54
2640	29
2189	2
251	29
49	923
1645	398
2151	114
3251	133
2416	137
2947	803
3254	1
443	522
1069	1925
1573	88
2371	85
2728	114
1649	1656
1937	138
2985	41
2616	72
2662	47
567	85
1035	1
765	21
866	24
2931	1523
368	2
1384	2552
2734	72
1230	60
62	1368
2178	85
3106	1709
256	72
3064	2491
2105	37
2087	164
1962	128
2669	23
2565	115
2487	214
937	476
82	376
3440	35
2993	122
2298	21
2776	84
2898	14
2109	57
1453	1525
2040	75
1230	89
2932	66
2371	17
673	219
1568	72
559	19
2713	89
1826	1382
2937	1523
1397	138
765	24
1134	1211
85	1542
415	54
3263	359
1613	117
2783	410
2059	19
2893	10
649	14
3251	386
1537	50
2866	93
3047	53
3348	14
995	107
1571	44
369	1144
2363	34
558	395
2680	42
1843	1844
1008	19
258	8
110	2520
300	47
1914	68
1159	746
1288	17
1443	1736
1119	202
2562	114
2079	1183
1491	83
3394	69
2559	47
2900	116
2582	115
2447	109
785	19
696	89
1971	2483
210	162
788	29
317	23
1149	1375
771	10
2044	3441
2466	47
104	1971
3127	1658
2643	84
2391	107
896	93
1740	1656
1425	75
2701	29
1738	15
2659	93
2418	158
407	402
2051	6
2669	2
2615	214
909	46
3299	398
103	1876
2992	214
3287	133
1818	1844
963	34
686	50
2063	66
2872	54
2658	34
1017	49
2892	82
1043	51
1761	1499
3221	117
2992	6
73	1
2451	1145
2386	27
2207	21
1569	102
24	6
2159	93
1565	1518
888	21
2737	47
2183	114
1417	1742
464	467
538	16
2472	42
10	85
2595	34
137	66
971	864
445	62
2125	84
3086	2013
1041	38
2586	42
2651	114
3472	101
674	93
239	10
464	476
1600	19
869	101
2781	389
2126	4
492	131
61	1255
1752	127
1873	1776
1486	1838
413	30
274	6
1949	221
761	6
2303	819
2080	2
3118	2
96	130
35	83
875	49
627	803
687	85
2095	38
1543	14
1542	54
1333	103
970	60
1541	40
814	14
666	72
2065	17
1754	4
845	84
332	35
2942	51
1525	58
3417	361
1448	29
137	3479
2477	68
1215	29
1664	79
50	6
2555	1533
1236	1071
2015	37
2790	23
1693	1784
328	1
344	2046
3239	23
1442	66
1164	26
2111	37
1167	2
554	19
3268	133
3	23
621	93
908	952
1059	34
2312	107
61	1261
3126	131
1463	133
176	2
1833	66
1892	111
1936	134
2181	114
907	1996
3119	1
603	10
141	1780
1938	1165
1514	1509
2550	58
2580	42
305	29
993	80
52	202
777	87
189	27
1379	1507
2760	122
603	15
911	97
1189	84
95	1761
1932	2533
670	2495
1106	37
3076	129
406	9
2751	371
1079	138
1508	3127
219	114
1713	118
1356	62
131	2039
1668	96
2631	325
123	3072
867	6
110	2553
2980	221
739	803
2657	29
66	379
160	89
949	1001
2978	107
3273	133
1016	14
1657	1775
1585	22
470	1379
3369	1506
596	41
2748	87
1287	24
2726	115
24	42
2747	6
2347	441
30	410
2883	116
2416	11
1903	6
1041	68
1452	1500
2749	72
754	16
2227	3372
1987	727
726	1504
1180	114
1397	62
998	978
2416	19
2340	85
3054	17
3356	76
2687	72
30	347
2531	725
2680	14
2615	9
31	447
95	75
1664	50
2651	16
1480	1661
2042	727
1677	29
2850	116
104	1987
366	82
2894	2
2690	29
198	19
3291	133
30	329
2923	2522
1799	976
3374	342
3009	120
2390	29
3271	991
3306	34
537	101
747	1173
1674	1522
1111	6
695	42
2923	1398
471	1945
1137	30
2075	51
2932	396
1499	1779
2206	97
1364	1523
2155	76
3197	1182
64	51
2604	16
1015	51
1647	73
1353	976
252	47
1	24
391	388
2033	937
771	97
211	1183
2381	12
49	1086
3137	1782
37	66
1557	380
1704	87
1004	51
2337	17
3155	27
9	84
2702	115
3135	1735
1461	16
1503	107
2721	23
2020	57
2619	115
1285	10
1924	79
2085	2
3439	134
512	460
54	165
2199	10
1803	447
2067	164
2097	2
2217	11
476	1532
2220	1
624	89
882	41
2991	6
2867	4
1924	2495
2128	85
2669	21
1480	1693
1662	9
3413	47
3157	202
1104	2025
1800	13
2161	50
174	397
97	2015
1154	1172
2170	47
3146	1459
104	1964
2094	37
827	101
740	1523
4	131
549	158
894	17
1071	161
2487	16
2121	93
942	29
2756	29
303	97
3182	103
1315	41
2866	37
583	21
706	23
2109	37
811	46
1516	395
2613	38
3377	991
700	23
107	438
727	131
3278	221
1311	6
1871	92
3278	2
2703	16
188	21
2793	93
1746	1792
559	1533
581	219
2727	38
3174	74
3263	10
1509	1504
2255	11
1206	1138
1500	2040
2179	114
251	219
3407	394
1797	1959
2253	120
2366	492
1420	1513
3008	1141
3325	72
2575	89
2851	116
9	3
2515	1
845	85
675	14
2249	107
684	14
2936	38
2402	991
582	17
94	1804
918	37
63	517
1565	27
3306	11
2196	42
2514	110
844	17
1212	52
2629	6
1942	105
97	71
3053	433
570	85
184	8
1113	1
1704	2481
3356	1155
294	214
2521	9
2322	438
2139	116
2304	441
2081	10
2303	16
2464	1982
888	68
3131	1508
323	89
291	440
2793	114
1205	13
979	948
1710	26
1564	29
894	31
2433	164
2878	38
31	6
1903	2
3207	93
2264	107
2906	131
1457	1779
2978	13
3184	1644
2572	991
2977	122
216	222
737	39
1190	1369
361	29
2952	1
791	11
673	85
2935	42
753	6
1904	104
2042	1511
799	16
9	221
544	31
1678	75
754	72
1013	126
1105	49
2251	23
3029	6
3450	134
41	17
2489	1693
2866	44
1451	41
2935	16
2937	1231
3466	3465
1972	1525
2710	371
2161	47
1769	1364
1653	797
658	42
1131	1182
1083	51
818	2
2963	107
46	387
1937	169
3047	10
2899	1
2784	85
2345	1196
1695	87
1444	1355
83	9
282	114
1557	86
2543	105
792	27
1454	2029
1568	76
457	5
332	83
1452	6
815	817
1057	51
128	356
894	379
2596	2495
1107	37
647	2495
2044	214
1824	1871
1129	389
625	14
1905	82
1443	1364
657	85
214	73
2772	14
2159	114
3336	10
1174	7
1305	1532
1418	54
1112	1027
294	117
1575	4
605	29
570	214
952	169
1826	85
2737	114
3219	1816
1924	168
3222	208
1284	6
933	37
1523	1364
3087	137
630	114
2118	34
1284	31
308	47
872	50
1329	21
2640	2495
436	1155
30	388
2080	117
320	93
1548	37
21	72
185	56
584	27
1761	1734
3408	397
1751	2042
773	803
2799	93
440	1513
2275	426
86	1637
887	49
830	115
2575	72
2635	115
2173	34
1038	66
1611	2495
1710	1733
569	14
3284	89
1784	3135
2386	982
2290	115
2475	164
137	17
246	7
2605	38
2308	5
2696	29
3234	107
2119	114
2730	29
2927	115
2119	85
327	140
2763	42
545	60
2580	84
1669	26
1370	414
447	441
2586	23
1689	394
807	5
2220	1173
761	57
1155	1
1075	1248
2803	2495
699	38
3021	472
1680	95
761	2
428	31
3484	134
133	2522
1921	9
2532	66
3054	14
1096	54
2552	110
2795	14
2444	89
139	1494
2562	23
1021	49
256	114
873	60
239	42
2761	85
686	23
600	124
2795	2495
3399	202
3036	101
2190	31
1108	940
230	370
2228	98
2981	68
950	119
2294	470
1649	62
3253	1
1161	52
887	2
3412	395
2101	93
312	72
2703	29
158	120
2803	115
1842	1829
2230	51
93	7
2664	114
1129	219
1477	27
283	1518
676	6
930	982
1825	105
2284	1066
1847	1889
1189	1197
1738	115
2684	38
104	1966
1705	1655
2180	51
2512	1973
2348	114
2291	23
2220	14
1659	1735
1825	54
2757	89
1897	104
1127	124
2108	114
539	47
827	85
2690	114
66	62
3022	89
3411	76
2740	72
2654	85
775	2
1818	59
598	24
104	1938
3393	44
2208	2
2787	24
2719	60
2635	41
2567	34
2983	14
2895	40
779	24
3442	9
3313	133
3186	1816
641	85
2050	903
1402	75
1025	66
2713	6
2706	23
2772	29
1453	2510
1470	14
2575	115
1833	103
1484	75
1553	35
1215	1206
1882	1145
3085	3075
1429	1
3243	58
2628	2495
26	6
2085	886
668	53
2201	202
2480	2036
1072	101
1970	2512
994	437
334	16
1447	75
655	364
1560	1003
3198	3164
637	419
3077	102
3288	73
2455	1071
1050	1510
3340	62
2995	85
2012	394
2923	118
1319	11
2063	58
2149	93
1752	96
2924	141
2966	126
279	50
184	2
2681	803
49	937
3057	26
554	162
1642	104
1491	2029
237	140
2719	85
1644	1655
3286	10
2614	93
2471	483
2745	93
86	1615
357	214
2284	17
1082	37
1751	2510
3448	392
3268	79
2339	72
2080	42
2351	17
2938	23
1906	114
2718	6
848	2
640	29
1759	1744
425	510
1437	221
2640	89
2798	24
827	24
1197	1213
621	89
2342	27
561	10
2696	93
1554	35
564	2
104	1962
613	34
276	23
141	3127
2666	14
2247	93
2073	518
1227	1138
894	49
266	378
1288	14
62	1381
3255	17
2592	29
947	16
1399	66
536	21
826	44
1205	1213
103	1871
656	50
1838	1498
2558	114
2379	17
1757	1500
2211	5
1897	23
2	33
999	24
3462	17
448	1886
2259	447
347	41
1149	1371
2866	123
2592	38
2551	4
1076	476
2658	29
754	89
3327	15
623	16
2657	89
7	175
1978	104
1772	1497
753	21
3353	2
796	117
2311	84
1052	1772
31	453
2620	47
690	2495
3271	68
1757	1525
3207	85
1751	1770
663	6
132	3137
1436	1533
1394	221
2722	16
513	93
62	1382
3262	133
1209	1138
2076	1802
2778	89
1530	1533
229	6
3278	1141
733	89
2823	2
765	38
1407	431
1412	1356
2345	11
2392	107
2667	72
1676	15
1749	1507
699	6
2331	114
1988	1749
1459	2549
946	959
2182	29
2418	37
1678	795
1964	104
2181	29
1156	222
957	36
121	1145
2060	115
1790	434
578	6
2888	51
2041	37
754	38
2221	27
2393	136
1573	11
1772	1505
1508	9
502	31
3312	27
542	164
2205	97
406	35
2301	107
214	24
1554	44
2206	93
592	93
699	34
1824	12
67	111
928	17
3289	27
2716	115
974	9
473	16
1573	86
2695	16
622	115
646	29
2393	3122
285	441
1565	37
1522	95
2366	2491
1705	1707
1052	51
39	739
1850	467
567	57
197	1
1122	1835
2395	34
2273	214
260	10
3054	1088
1220	1214
1702	73
3030	122
1488	1511
3337	76
611	76
39	737
1508	1712
1655	105
1213	1227
31	517
1873	1522
1433	1507
1209	389
3009	47
2790	85
2425	2
26	34
2466	38
1138	37
2798	202
31	461
3374	363
969	72
2184	389
2810	29
2892	8
3247	202
3122	49
2949	768
173	164
1334	6
1496	1279
321	50
1871	24
642	93
2423	17
1644	1713
3352	386
1554	62
1500	1525
2344	66
2201	117
2342	107
2176	803
1339	861
1773	106
3183	2014
1701	54
2254	836
2621	317
761	89
243	80
1716	1650
3065	16
2668	38
169	1511
2377	19
1838	472
760	1
669	6
1373	1173
61	1271
57	158
1215	1223
551	14
563	2
725	93
1185	5
2052	4
2461	806
2234	80
110	1972
2894	8
2219	98
723	2009
1305	1297
904	21
393	35
2610	93
2289	6
2217	24
1553	86
1511	11
674	115
67	33
2737	34
2540	392
2703	803
1468	84
75	1523
809	117
1132	6
2289	426
2466	1749
1769	1775
236	4
2714	23
2934	93
1817	14
2963	6
2895	25
3284	38
40	723
1226	1220
101	41
1049	49
2625	23
1992	29
167	1515
578	38
2251	89
2057	6
1223	1211
2298	38
655	23
2620	325
2516	206
1665	46
1352	434
104	1969
2619	29
1907	31
1553	44
1526	40
95	1790
2652	38
1206	1199
390	2
1765	124
2998	2
2077	23
3299	5
1788	1742
1223	1215
288	34
2827	6
247	37
2532	1949
1781	1956
536	89
980	49
2287	8
2904	6
1651	2
196	111
1220	1204
104	1948
3277	1156
1651	6
583	2
3114	91
3171	10
2745	6
706	47
2706	72
1127	1511
3049	105
582	97
418	324
563	72
865	25
2052	101
2002	1998
2579	6
2906	44
2646	6
2898	38
1172	438
2910	67
1655	1532
1908	1
1877	1182
2002	97
251	864
516	70
2931	113
470	440
3441	66
49	1033
434	1757
2645	72
1779	1707
1091	1999
1258	7
1095	51
810	89
1118	1369
178	10
113	1375
2113	6
1387	1379
1657	1749
1045	6
2745	114
1180	21
30	344
1189	1213
1525	113
2177	6
2278	1960
1873	431
1436	1
1651	11
2342	10
86	1616
51	1133
837	29
2941	29
2772	38
3131	1779
1856	221
2982	1978
671	23
2927	16
786	34
1563	86
108	1
110	44
2119	47
1766	2931
1563	21
2475	89
651	93
1671	83
1514	2045
2754	93
1962	1978
3162	1101
2639	34
693	2495
2137	1510
332	73
3289	68
1760	1364
1446	1693
1757	1533
3299	389
1897	115
2201	164
2263	107
1646	221
61	1325
2229	388
706	6
2104	8
1496	1244
192	1823
1076	1088
965	431
1673	16
1694	1838
2225	14
2344	60
1940	107
3099	2491
2978	47
1097	14
2667	6
94	1728
647	16
1884	62
2189	202
357	1369
86	1639
98	4
1766	16
2417	109
1311	23
1823	192
270	89
2898	10
608	27
2866	75
73	62
745	743
280	72
2903	2
1293	60
646	23
1437	113
482	345
796	14
1137	93
537	10
1048	66
86	1611
2635	27
2718	27
1830	102
2571	14
210	84
1111	51
2470	1769
2177	57
2931	3249
2940	11
1435	1509
780	447
1801	64
4	166
969	85
887	38
2292	76
3257	437
630	85
49	999
1143	1142
538	27
2061	1280
214	2
978	2482
730	24
978	10
1183	29
3127	1512
30	328
162	120
3018	46
3291	21
656	42
61	1314
3034	127
2342	164
2713	85
2189	23
2772	114
2351	140
2472	426
2042	28
650	85
684	38
434	1746
1702	82
1563	15
1117	72
30	338
44	115
61	1302
2025	95
1847	39
3277	133
2714	803
2242	107
2178	72
2159	23
3333	10
2032	138
2618	114
2797	2495
1511	2522
1873	1782
557	2
3041	122
3343	2525
1416	11
2251	107
1780	131
1117	120
51	11
3107	221
542	60
2560	84
103	1823
291	37
248	6
1008	24
1219	1192
2721	85
1931	2532
2800	16
1868	903
93	26
2531	2480
1513	1712
2737	14
2476	47
848	87
2888	24
2946	392
31	2
3049	202
3369	1816
1942	104
3224	17
2741	47
1667	130
1904	113
2546	110
3122	902
1707	2033
2301	84
2583	2495
3181	2044
2619	47
2932	9
1081	17
1445	1507
1943	1975
103	1848
2076	38
242	93
1118	1693
110	2546
1428	141
2927	6
677	50
1442	1
2730	16
1649	2491
523	23
30	361
2734	29
30	376
1650	2555
2801	114
738	152
2080	14
1405	138
355	83
217	10
968	113
2733	29
835	68
809	14
2669	42
110	2009
240	806
2493	68
971	50
1015	10
51	1192
214	29
3334	1
1504	1527
1076	1086
61	991
2734	115
174	37
2654	23
2075	102
2774	6
3107	130
3353	1183
2066	76
2102	89
1585	39
2906	15
2032	2029
1214	1226
3400	361
1505	1497
1376	34
303	131
1344	62
2370	24
186	11
2691	50
644	115
938	51
3300	106
2583	42
1655	9
1079	51
637	93
2304	93
2052	60
1565	5
30	364
1118	96
1855	104
1690	88
2173	2
2243	107
1460	1784
3299	60
2164	47
85	24
2713	114
1211	29
110	2517
2298	107
2469	214
3093	119
892	42
1430	1533
1353	1532
1764	96
2892	101
2928	2528
937	462
2304	1231
1130	214
431	169
1414	1175
1567	58
698	29
2703	115
1556	54
2183	6
1877	40
2664	42
877	11
228	89
1838	1518
3204	3198
2098	42
2726	38
1039	1
1015	42
3325	214
451	121
676	29
994	49
594	101
2209	14
992	82
2153	6
644	6
3299	6
886	872
418	394
2779	803
810	76
938	219
2297	127
629	47
2628	16
1358	2029
866	47
61	1283
1548	54
814	912
2741	14
110	2549
2529	740
94	1726
1429	991
434	1513
517	6
3051	84
1830	103
2453	10
308	23
1507	1380
749	1348
1951	2010
2906	82
1785	329
1144	1162
2771	89
1799	34
2580	72
2727	84
2714	29
3486	134
1662	75
2822	164
3256	73
2649	87
52	1200
843	2
2288	29
107	475
1509	1364
3362	134
2087	116
810	202
2503	121
3229	96
2825	76
2690	115
3269	3441
558	23
3015	2491
3155	29
2134	6
3429	134
2244	2
2189	47
31	498
1082	140
2594	114
608	42
141	1969
3329	358
2063	62
1880	221
89	34
1499	1696
530	886
3236	68
72	17
3047	122
1007	51
3116	130
2251	27
1806	1
2872	116
2646	23
1779	9
1496	1275
2566	803
1564	89
2710	42
747	353
252	72
70	447
2963	117
1706	1357
1004	97
3291	19
1646	58
1988	105
2219	62
2332	441
1327	115
2765	72
2190	202
258	60
347	42
1838	2507
630	72
51	1199
259	21
2150	85
2061	1269
3370	370
660	803
2272	14
1651	35
653	89
2904	23
598	101
1090	101
2325	14
541	164
1958	1931
878	38
2563	115
717	120
754	24
1250	60
570	114
1407	75
1568	86
2114	93
600	2
2772	2495
513	41
2171	44
2033	1713
104	1930
3306	88
1138	11
2228	37
2586	114
1321	37
2283	15
2734	16
1924	15
104	1983
2427	8
2141	23
1658	1749
2220	396
2389	9
1601	29
2694	115
1838	1759
1036	66
1460	1507
3135	1751
647	89
3271	2
2662	89
162	23
37	397
1706	4
3079	129
319	42
661	72
2561	89
3386	1155
1384	108
3115	23
1516	1943
2846	139
3418	134
707	84
347	23
3033	80
1494	1369
2934	16
1070	9
2190	34
1532	1249
245	29
2038	83
1807	11
3455	89
2478	120
2416	93
1753	2042
1464	75
374	1506
3249	1654
5	163
24	1
1585	111
1372	35
690	114
2781	115
726	2484
1723	62
1155	14
608	115
499	1801
44	165
839	117
2587	803
1684	44
1836	138
2114	85
1480	1499
1714	89
2702	29
3372	134
1780	3127
2464	110
3005	169
2123	115
1380	2507
2414	89
2660	47
541	19
1082	66
653	23
1560	113
224	68
1086	937
1373	1389
239	14
1676	1434
264	6
313	28
1509	2039
1407	9
2311	107
1877	104
2591	115
2061	1274
2754	50
51	1235
2444	982
1664	19
2526	431
815	13
3245	133
2095	1801
607	41
2889	111
516	518
782	89
366	324
291	52
2802	23
775	101
2635	2
1174	107
2150	1
2897	162
2780	23
3232	1369
2342	976
1507	75
636	42
354	1865
1420	169
814	111
2201	72
2146	6
1113	726
766	93
2478	10
888	85
2659	72
650	93
2466	14
134	3449
2414	27
61	1306
1424	124
1193	23
1396	113
247	60
585	2
1448	115
1380	2488
3424	344
1593	2
3381	386
86	1601
1977	90
2108	30
1516	416
2246	134
652	23
387	1384
2190	117
766	26
49	1061
1478	1757
134	3466
1420	14
2251	6
104	1972
2171	115
2676	37
1786	1734
1995	376
1	141
2433	10
2900	2
2012	62
442	460
1707	2038
848	29
704	72
845	27
134	3463
2142	6
377	1935
2559	84
1522	1507
3423	367
2718	202
699	29
2217	1
3308	214
417	2003
877	26
1318	1325
242	42
705	23
978	1161
3083	3462
1127	35
1456	1507
1479	75
705	89
164	24
2184	114
2451	426
2019	431
362	393
3204	3168
692	115
3316	47
1004	34
2382	107
617	93
51	1150
688	115
2105	19
2246	80
547	24
3395	60
1738	19
615	47
167	1778
208	425
2102	8
993	2484
2783	115
2023	97
3257	91
694	85
1437	85
30	336
2507	1838
1026	27
48	51
2371	34
110	2504
1760	1
68	71
2258	73
583	76
2416	60
61	1320
1008	389
1128	51
2452	10
2724	72
2113	803
2121	16
2218	116
3155	102
2547	48
3302	90
3278	140
539	29
2042	1497
1068	946
2149	85
1937	142
917	475
1429	1378
2603	2218
2769	325
447	6
2698	37
1480	60
95	2035
513	10
424	8
1693	1710
3285	89
2676	991
2583	23
3062	117
2667	29
287	29
1746	95
2159	47
268	72
2647	47
2698	41
2388	31
110	2495
866	115
258	101
1757	1744
1773	15
2277	6
2411	219
2622	14
573	6
1964	11
1360	1518
2414	202
2678	114
1674	35
3274	124
2317	7
2688	23
397	140
2670	85
2856	68
515	488
1478	1533
174	93
2829	16
2234	84
98	346
681	138
2159	72
2282	107
3125	1357
2353	221
2027	1742
553	60
393	1506
3313	91
1470	80
779	68
95	1657
2814	68
3295	133
2528	1737
1511	1795
1419	75
1239	1720
130	9
1106	82
1243	357
3126	129
3225	107
245	42
637	29
837	76
776	1171
2237	2522
558	1003
1658	2528
2932	369
2608	14
1926	387
2666	325
913	1502
1824	103
2148	115
2871	79
3145	2525
1777	27
2370	17
970	1784
3354	1999
3336	97
319	6
14	97
611	2
545	106
785	40
3483	1528
16	17
2132	27
1319	138
85	11
3062	115
1476	467
902	49
3298	60
1183	1231
1138	29
1453	1364
2662	16
2654	29
2660	114
1786	1505
1424	60
878	115
1494	1368
1662	11
1015	37
3298	1142
843	89
2296	19
3459	2008
2773	16
2036	2480
211	218
52	6
8	101
110	2483
376	1
2534	2531
952	940
826	1179
2191	72
1454	2032
813	447
1658	1735
2568	47
1194	52
97	2006
690	72
612	114
1315	5
1045	37
2232	66
2375	219
1360	127
2559	23
1149	1749
1127	17
2634	2495
374	124
1548	34
1135	40
2578	89
1556	14
3467	134
2673	382
2907	10
2078	29
866	5
303	1357
1935	382
2678	84
2565	89
866	37
3075	1369
951	47
1469	141
2529	167
1360	138
760	40
1433	1523
179	2
2153	14
372	124
2339	6
1035	117
2141	137
2171	114
2889	62
1072	115
3411	88
3115	1
3235	23
794	396
847	60
2181	16
1889	117
689	97
1335	35
1045	68
896	29
2997	1196
2184	115
922	398
934	2
1853	104
966	19
374	2495
559	952
2246	107
2589	93
1683	1196
2889	4
2768	42
2532	62
1342	115
2576	89
2193	14
544	803
2050	2
1962	1982
1303	1309
1407	1656
1809	97
612	115
1513	1790
2430	27
2034	1654
3310	133
1250	27
165	66
2651	221
1297	61
1380	2529
1004	19
1725	94
2439	91
3089	3096
1649	1
1565	85
2669	57
1911	19
1462	10
444	460
954	940
95	1775
1795	167
129	3076
1185	31
3214	1196
2525	1183
2801	38
3267	120
635	47
903	221
761	93
385	2522
2969	38
1403	1795
711	480
3093	3448
2670	16
520	944
52	1231
629	803
1219	1138
3449	447
699	93
1945	130
776	6
200	8
2348	97
990	1472
1555	62
1030	1532
2945	93
1449	1364
2113	72
1072	60
2517	1520
2177	72
2776	50
347	16
1404	2029
598	214
674	72
3468	93
2217	48
733	117
1642	18
2769	114
756	1
1568	89
1780	1776
1583	120
2763	38
2850	6
246	111
3333	202
650	1792
2610	85
332	1801
158	21
550	37
857	991
3326	2002
818	8
30	13
47	207
1655	28
101	7
113	1945
2169	72
2124	19
110	2537
869	88
681	35
434	13
1707	1751
243	52
1093	49
2116	2495
389	66
983	83
2547	1141
2042	1525
2906	68
1276	1389
898	138
843	120
3306	2
3263	221
1733	470
1414	1507
627	38
2898	40
308	29
2286	97
2579	72
201	923
382	30
61	1333
2560	803
2905	18
381	58
3428	394
1901	1
1396	4
1341	62
755	912
1406	75
817	10
1434	431
3298	106
247	2
2717	6
693	85
3	6
777	11
1329	370
2827	101
1112	29
2690	378
3028	122
2867	1
2710	84
1997	102
2894	76
1656	440
3476	3469
513	202
1144	138
1129	101
2978	1086
604	27
2444	109
1716	1518
1768	99
2517	9
1690	96
1528	1434
1539	11
52	1198
1828	1922
1100	75
2871	4
2434	1
664	50
1624	1615
1130	2
1511	431
30	354
1219	361
2801	16
625	29
3319	42
2080	101
1975	1961
1714	93
430	5
2157	117
1565	107
3300	101
242	2558
